id,dist_cap_km,taxa_fec,renda_cap,pobreza,pop_ate_25_2000,perc_ate_25_2000,var_pop_ate_25,perc_pop_urb,player
411780,300.6197778,2.65,145.07,50.04,9342,0.5508904351928293,0.8511297376093294,0.42280929354876756,1
353540,589.1244708,2.99,282.63,41.59,6629,0.48567660634478715,0.9633774160732451,0.9279068063594402,1
210770,435.1381573,3.91,91.33,55.82,10321,0.5780777416825361,1.0485624301534084,0.7184384451663492,0
521640,130.5788316,2.21,245.93,35.83,5198,0.47978585933173346,0.9705003734129948,0.709433265645191,0
130340,368.7962538,5.35,91.73,57.26,57992,0.6432834165280089,1.4868981077893442,0.6447587354409318,0
314870,508.3628169,3.17,109.31,54.76,12931,0.5477380548966452,0.9959180529882933,0.8509827177228059,1
231050,232.7301846,2.57,81.9,60.61,22351,0.5485984978646115,0.9614160357880248,0.42577683962495705,0
431420,253.8481253,2.39,255.4,43.32,3285,0.405205378068336,0.9850074962518741,0.8993462439866782,0
220800,265.6249608,2.26,175.82,46.01,35347,0.5124684663786354,1.003064786174409,0.761837793951344,0
220810,199.7166015,3.3,58.15,66.76,6427,0.5684592251901646,1.0765494137353433,0.3672386343534407,0
280530,30.41917538,4.03,107.62,52.3,4268,0.5882839421088905,1.400262467191601,0.5717436250861475,0
315080,118.2366643,2.49,97.75,60.35,8903,0.523398001175779,0.9695088750952847,0.2985890652557319,1
315120,293.661481,2.19,197.11,47.32,27118,0.5391252485089463,0.9836767266395822,0.9816500994035785,1
171750,97.75458228,3.36,145.13,46.59,3023,0.5456678700361011,0.6452508004268943,0.5765342960288808,0
251203,408.5138925,3.4,54.96,66.52,2251,0.5880355276907001,1.179769392033543,0.18730407523510972,0
292510,264.67425,3.22,104.15,55.65,23844,0.539298396399249,1.066320826438889,0.7192680885712347,0
320425,244.8365078,2.59,145.82,45.95,3057,0.48810474213635635,0.9511512134411948,0.7771036244611209,0
120040,0.0,2.43,264.43,45.24,145107,0.5734117340225007,1.2758678296345796,0.8942499575197879,0
150590,416.0266423,4.54,112.0,50.33,16242,0.6898279889573158,1.6009857072449483,0.43448715226162665,0
270740,74.24988281,4.36,52.19,64.32,6088,0.5946473920687634,0.9847945648657392,0.5077163508497754,0
160053,84.23734679,4.34,146.45,55.97,6772,0.6132946929904003,1.5818733940668068,0.6678138018474914,0
330455,0.0,1.87,596.65,46.9,2346406,0.40055384997773946,1.0179485421907009,1.0,1
150610,164.3996207,3.22,81.29,59.68,5862,0.6032105371475612,1.0565969718817592,0.6553817657954312,0
431520,145.2849438,1.98,368.01,34.34,1828,0.39490170663210195,0.7778723404255319,0.29336789803413266,0
261150,151.166213,3.06,72.72,61.18,12928,0.5837886656130052,0.9913350203205276,0.49153307744411834,0
412120,54.2414267,2.81,164.41,49.67,7633,0.4998035620743845,0.9293802508218678,0.1994499738082766,1
315400,160.1434131,2.17,185.86,47.21,10974,0.45184666694116193,0.8226386806596702,0.5887511837608597,1
355030,0.0,1.88,610.04,51.19,4608359,0.44165686241812063,1.0143077118798138,0.9404782441520485,1
292600,538.30273,2.4,96.92,57.85,19889,0.5485561408831398,0.9297400897531788,0.5796122128140773,0
315450,434.1962934,2.93,70.28,60.89,5414,0.5785424235947852,0.8559683794466403,0.32955759777730287,1
292660,237.4789956,3.67,108.59,56.73,25277,0.5462934947049924,0.9880389321033499,0.5485843959368921,0
261180,74.82922817,2.78,111.54,52.48,22854,0.5513763902627326,0.9023571682394282,0.7152404159328332,0
412217,239.4572053,3.29,109.45,54.81,2065,0.5494944119212347,0.7766077472734111,0.24614156466205428,1
315640,394.4657629,2.51,264.23,32.76,1790,0.478993845330479,0.98568281938326,0.7123360984747124,1
292720,228.1686338,3.01,85.88,60.03,15734,0.5420657341693654,0.8874224478285392,0.6980982567353408,0
315710,599.3388425,2.58,127.85,46.35,3618,0.5337070364360526,0.7799094632463893,0.8218026257560113,1
171880,537.8756268,4.58,56.51,63.77,1770,0.6319171724384148,0.9475374732334048,0.8172081399500178,0
171884,315.3297445,3.39,185.18,41.04,1692,0.5078031212484994,0.9527027027027027,0.42466986794717887,0
171886,337.1753834,3.69,112.22,57.2,3387,0.615035409478845,1.2563056379821957,0.6115852551298347,0
150658,833.1380862,3.7,112.9,57.32,6076,0.5546325878594249,1.435049598488427,0.13299863076220902,0
171900,58.81654001,3.89,75.51,65.48,1211,0.5728476821192053,1.3134490238611713,0.6338694418164617,0
421567,170.4645177,2.9,157.0,44.61,4743,0.5365384615384615,0.9070567986230637,0.12918552036199096,0
431700,203.2089891,2.28,152.94,53.27,3293,0.38197424892703863,0.8809523809523809,0.4428720566059622,0
150670,924.6123285,3.0,121.08,59.86,18041,0.5779037734640272,1.8193828156514724,0.5550003203280159,0
150680,697.6552588,2.52,139.9,51.81,157619,0.6003664231463636,1.0035719288415745,0.709600134075829,0
316100,103.4069232,2.3,168.81,43.58,7995,0.4531799115746514,0.8309083350654749,0.5170615576465253,1
330475,291.8226944,2.56,156.0,43.66,20543,0.49928302345363956,0.9468565634218289,0.46732288248875925,1
